#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-11-07 16:43:52.742
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: 0 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

#2,4kHz
#raw
#
Time (s),Channel 1 (V)
-0.005119250000000001,0.04897880941883116
-0.005118,0.04831531968554496
-0.00511675,0.04831531968554496
-0.0051155,0.04831531968554496
-0.00511425,0.04765182995225875
-0.005113,0.04732008508561565
-0.00511175,0.04599310561904324
-0.0051105,0.04632485048568619
-0.00510925,0.04665659535232944
-0.005108,0.04566136075240013
-0.00510675,0.04566136075240013
-0.0051055,0.04367089155254152
-0.00510425,0.04367089155254152
-0.005103,0.0426756569526122
-0.00510175,0.0426756569526122
-0.0051005,0.04234391208596909
-0.00509925,0.04134867748604024
-0.005098,0.04134867748603979
-0.00509675,0.04068518775275282
-0.0050955,0.03902646341953805
-0.00509425,0.0390264634195379
-0.005093,0.03869471855289495
-0.00509175,0.03803122881960876
-0.0050905,0.03670424935303693
-0.00508925,0.03604075961975013
-0.005088000000000001,0.03637250448639308
-0.00508675,0.03537726988646392
-0.0050855,0.03537726988646332
-0.00508425,0.03405029041989151
-0.005083,0.03239156608667598
-0.00508175,0.0327233109533191
-0.0050805,0.03139633148674668
-0.00507925,0.03139633148674668
-0.005078,0.02907411742024495
-0.005076750000000001,0.028742372553602
-0.0050755,0.02874237255360185
-0.00507425,0.02841062768695844
-0.005073,0.02774713795367254
-0.00507175,0.02708364822038633
-0.0050705,0.02608841362045702
-0.00506925,0.02476143415388461
-0.005068,0.0240979444205987
-0.00506675,0.02376619955395529
-0.0050655,0.02343445468731128
-0.00506425,0.02144398548745357
-0.005063,0.02210747522073917
-0.00506175,0.02078049575416736
-0.0050605,0.02011700602088115
-0.00505925,0.01912177142095185
-0.005058,0.01812653682102253
-0.00505675,0.01746304708773663
-0.0050555,0.01580432275452081
-0.00505425,0.01646781248780687
-0.005053,0.01613606762116391
-0.00505175,0.01514083302123369
-0.0050505,0.01315036382137598
-0.00504925,0.01414559842130529
-0.005048,0.01182338435480462
-0.00504675,0.01182338435480356
-0.005045500000000001,0.01115989462151766
-0.00504425,0.009832915154944943
-0.005043,0.008837680555015331
-0.00504175,0.008174190821729425
-0.0050405,0.008174190821729425
-0.00503925,0.007178956221800114
-0.005038,0.006183721621870804
-0.00503675,0.005851976755227851
-0.0050355,0.004856742155298389
-0.005034250000000001,0.004193252422012484
-0.005033,0.003198017822082871
-0.00503175,0.002202783222153258
-0.0050305,0.001539293488867353
-0.00502925,0.001207548622224249
-0.005028,0.0002123140222949384
-0.00502675,-0.0004511757109912688
-0.0050255,-0.0007829205776342216
-0.00502425,-0.002773389777492994
-0.005023,-0.002773389777492994
-0.00502175,-0.002773389777492994
-0.0050205,-0.003768624377422758
-0.00501925,-0.004763858977351616
-0.005018,-0.005759093577280927
-0.00501675,-0.005427348710637823
-0.0050155,-0.006754328177210237
-0.00501425,-0.00708607304385319
-0.005013,-0.008413052510425756
-0.00501175,-0.00841305251042636
-0.0050105,-0.00974003197699817
-0.00500925,-0.01007177684364173
-0.005008,-0.01106701144357058
-0.00500675,-0.01073526657692748
-0.0050055,-0.0120622460434999
-0.00500425,-0.01305748064342921
-0.005003000000000001,-0.01305748064342921
-0.00500175,-0.01471620497664472
-0.0050005,-0.01438446011000207
-0.00499925,-0.01537969470993093
-0.004998,-0.01604318444321714
-0.00499675,-0.01737016390978955
-0.0049955,-0.01803365364307576
-0.00499425,-0.01770190877643281
-0.004993,-0.01803365364307576
-0.004991750000000001,-0.01902888824300462
-0.0049905,-0.01936063310964817
-0.00498925,-0.02101935744286369
-0.004988,-0.02101935744286369
-0.00498675,-0.022014592042793
-0.0049855,-0.02234633690943611
-0.00498425,-0.022014592042793
-0.004983,-0.02300982664272186
-0.00498175,-0.02400506124265163
-0.0049805,-0.02433680610929518
-0.00497925,-0.02533204070922404
-0.004978,-0.02533204070922449
-0.00497675,-0.02632727530915335
-0.0049755,-0.02599553044251025
-0.00497425,-0.02699076504243956
-0.004973,-0.02765425477572576
-0.00497175,-0.02798599964236872
-0.0049705,-0.02831774450901197
-0.00496925,-0.02931297910894128
-0.004968,-0.02931297910894128
-0.00496675,-0.02964472397558439
-0.0049655,-0.02964472397558439
-0.00496425,-0.0313034483087999
-0.004963,-0.03229868290872921
-0.00496175,-0.03196693804208611
-0.0049605,-0.03263042777537203
-0.00495925,-0.03296217264201542
-0.004958,-0.03296217264201572
-0.00495675,-0.03362566237530162
-0.0049555,-0.03395740724194474
-0.00495425,-0.03462089697523094
-0.004953,-0.03462089697523094
-0.00495175,-0.0349526418418739
-0.0049505,-0.03561613157516025
-0.004949250000000001,-0.03661136617508911
-0.004948,-0.03627962130844646
-0.00494675,-0.03594787644180397
-0.0049455,-0.03727485590837577
-0.00494425,-0.03727485590837577
-0.004943,-0.03727485590837577
-0.00494175,-0.03827009050830509
-0.0049405,-0.03760660077501917
-0.00493925,-0.03793834564166197
-0.004938000000000001,-0.03827009050830493
-0.00493675,-0.03860183537494818
-0.0049355,-0.03860183537494864
-0.00493425,-0.0395970699748775
-0.004933,-0.0395970699748775
-0.00493175,-0.0395970699748775
-0.0049305,-0.0392653251082344
-0.00492925,-0.03959706997487734
